review,page,scraped_at
"skintific moisturizer ini bener-bener banget banget ngemoist muka dengan sempurna, ada harga ada kualitas sih, tapi untuk harga standar ya, ga mahal dan ga murah, udah hampir 2 tahun pake moisturizer ini ga bikin pengen coba moisturizer lainð¤",107,2025-07-02T23:13:08.006527
sumpah ini pelembab terlembut teringan yg pernah aku pake dan coba. harganya juga worth it banget dengan kualitas produk yg bagus dan bener bener ngelembapin banget ke kulit. wajib cobaaa banget loveee skintific banget dari dulu produk andalann,107,2025-07-02T23:13:08.006537
"pake skintific bner2 bagus banget d muka. muka jd bersih, skinbarrier nya jd gak rusak lagi. kinclong, glowing. asal rutin pake nya yaaahhh. harga nya sesuai sama kualitas pokonya. jangan nyesel pake skintific karna sebagus itu. dr usia remaja bisa pake skintific yg biru.",107,2025-07-02T23:13:08.006548
Aku pilih si slintifc ini karena aku punya tipe kulit yg kering dan kusan setelah pakai skintifi ini better bgt kulit aku jauh lebih keliatan sehat ga kering juga tipe moist nya mudah menyerap ke kulit ga bikn lenggket juga udh beberapa kali repuse produc ini,107,2025-07-02T23:13:08.006557
"selama aku pake cocok, teksturnyaa jugaa gampang buat di blend wanginya juga gaada yang aneh aneh, di aku cocokk dan udah repurchase dua kaliii, perbaikin skin barrier aku yang lagi rusak waktu ituuu alhamdulillah bruntusan jadi hilang perlahan",107,2025-07-02T23:13:08.006567
"moisturizer terterter cocok dikulit aku, sampe skrg pun aku masih pake meskipun aku jadi bumil karna ini udah aman dipake bumil! teksturnya gampang menyerap dan gak bikin muka minyakan, isinya juga banyak jadi gak boros~ must have item kalo abis pasti repurchase!!!",107,2025-07-02T23:13:08.006577
"Moisturizer nya worth the hype soalnya bikin kulit lembab cerah cocok buat semua jenis kulit pokonya best, rekomen buat skin barrier yang lg bruntusan. Bisa jadi bersih pake ini buat kemerahan juga bisa meredakan kemerahan itu pokonya cakep deh skintifi ini",108,2025-07-02T23:13:12.679685
"awalnya aku selalu susah nyari moist yang cocok karena banyak yang bikin aku selalu beruntusan! terus tbtb aku nemu moist ini di tiktok dan waktu itu masih pre order & aku ikutan. ternyata bener bener worth dan cocok bgt di kulitku ngelembapin bgt, cepet menyerap, ga lengket dan yang pastinya kulitku ga beruntusan lagi setelah pakai ini",108,2025-07-02T23:13:12.679717
"moisturizer Skintific biru cocok untuk berbagai jenis kult. Nggak masalah kulit aku tipenya berminyak, kering, sampai sensitif. moisturizer ini memang diformulasikan untuk semua jenis kulit. Bener2 bikin kulit menjadi mendingan dari skin barier menjadi normal kembali",108,2025-07-02T23:13:12.679734
"waah kayaknya udah pada tau sih ya, kalo moisturizer skintific 5x ceramide kecintaan banyak orang ini manteppp banget, apalagi dipakai nya rajin gitu pagi sama malem. aku udah pakai berjar-jar sampe jadi beli yang gede nya. cobain sendiri deh biar ngerasain juga.",108,2025-07-02T23:13:12.679749
"This product is really good, type kulit aku berminyak tpi dehydrated dan acne prone skin cocok bgt sama ini. Dia tuh moisturizer tipikal gel cream, dikulit ku tingkat lembab nya pas, gak lengket, gak berat, gak greasy, dan ga nambah jerawat.",108,2025-07-02T23:13:12.679764
"Awal pakai agak nyesel, soalnya gak terlalu lembabin. Malah kesannya kayak menguap gitu aja di kulit. Tapi karena kandungannya termasuk netral, jadi ya dipakai aja, soalnya bisa dikombinasikan setelah exfoliating atau retinol. Repurchase? Mungkin ya, kalau butuh moisturizer yg ""netral"".",108,2025-07-02T23:13:12.679778
"Selama ini maju mundur buat pake skintific karena masih cocok sama beberapa produk yang harganya dibawah ini. Tapi harga skintific ini emang worth it kok sama hasilnya, selama pake mousturizer ini yang biasanya muka aku masih sering kusam, ini fix dipakai pas malam aja bisa ga kusam sampe sorean ð« apalagi kalau rutin dipakai siang dan malam. Sempat muncul jerawat kecil-kecil tapi kemudian hilang sendiri, cocok untuk oily skin",108,2025-07-02T23:13:12.679792
Bagus utk skin barrier tp isinya menurut aku terlalu sedikit 1 bulan sudah habis dan agak sedikit pricey. ð­ð­sebenernya aku suka banget sama tekstur dari moist ini karena cepat meresap dan meredakan kemerahan di wajah aku cuma ya itu isinya sedikit dan pricey. repurchased? Maybe,108,2025-07-02T23:13:12.679806
Tadinya aku ragu pake skintific ini. Pas nyobain ternyata cocok di muka aku yang berminyak.,108,2025-07-02T23:13:12.679825
"Enaknya tuh lembab tapi cepat meresap, ga bikin jadi minyak berlebih. Enaknya dipake malam hari kalo ini. Pagi aku cuma pakai sunscreen aja",108,2025-07-02T23:13:12.679830
"It is a good moisturizer, and doesnt cause much problems for my face. Tipikal pelembab gel yang sesuai untuk jenis kulit berminyak. Suka dari segi tekstur sampai hasil dimuka, cuman isinya cukup sedikit. Mau mencoba pelembab lain yang dari tekstur sama, bedanya isinya lebih banyak.",108,2025-07-02T23:13:12.679843
"Dikasih temen sampling yg kecil enakeun bgt sih lembab nya jos sama aja kayak yg pink. Tapi dari segi harga agak lumayan yah say itu aja sih complainnya. Sisanya setuju2 aja sama kata orang to bkn yg best moist jg cuma kalo buat sehari2 baguss, kalo aja harganya agak miring udh ak repurchase trs",109,2025-07-02T23:13:18.164632
"fomo jadi nyoba pake, ternyata emg bagus, suka bgt teksturnya gak terlalu thick tp ga yg cair bgt juga, cepat meresap ke kulit, melembabkan nya oke, kalo rutin kayaknya bener bakal benerin tekstur wajah tp agak price dan aku ngerasanya gampang abis aja gt",109,2025-07-02T23:13:18.164669
"Hai.. aku mau sedikit cerita pengalaman aku pake skintific,",109,2025-07-02T23:13:18.164689
"awal aku pake di akhir 2022 maybe, aku cuma iseng beli aja karena dalam kandungan nya itu bisa memperbaiki skin barier dan kebetulan aku punya permasalahan skin barier yg sama, dan ternyata cocok smpe sekarang muka aku kulus bgt woeeð¿ð aku feel better bgt pas pake skintific 5 kali ceramide ini dan bakalan aku repurchace sampe aku tua heheðð",109,2025-07-02T23:13:18.164695
"lightweight dan cocok untuk acne prone, combination, and oily skin spt aku! dia cocok buat dijadiin basic skincare atau pun buat skin prep! tp emang awalnya aku sempet purging tp after a few tries jd cocok di kulit sensi kyk aku!",109,2025-07-02T23:13:18.164712
"teksturnya menurutku ringan di kulit, packagingnya memang agak bulky sih tapi menurutku ga terlalu menyusahkan. selama pemakaian produk kulitku setiap bangun tidur selalu glowing, nggak bikin kusam dan yang paling penting skin barrier ku tuh aman sentosa karena berhasil bikin muka mulus ð­â¤ï¸",109,2025-07-02T23:13:18.164728
"Beli ini di xbeauty karna udah cocok banget, dan karena lagi promo juga, suka banget karena ngelembapin wajah, aku pake habis exfoliasi juga nyaman di kulit, gada reaksi negatif juga selama pemakaian, ini jadi moisturizer andalan dan favorite aku",109,2025-07-02T23:13:18.164744
"aku pake produk ini sekitar 1 bulan. Lumayan ngelembanin kulit tapi entah kenapa mulai muncul beberapa jerawat setelah pemakaian 2 hari dan seterusnya setelah jerawat ilang muncul lagi yang baru terhitungnya lumayan banyak, akhirnya mutusin berenti dan ganti produk lain setelah satu jar abisð¢",109,2025-07-02T23:13:18.164760
"Seviral itu sampai aku sebagai pemilik jenis kulit kombinasi oily pun penasaran ingin mencoba. Lembabnya berasa bgtt, mengurangi kemerahan tapi nggak yang noticeable bgt, mungkin karena aku cmn pakai yang travel size nya. Untuk memperbaiki skin barrier bagus, tapi di kulitku bikin gampang minyakan dan kusam. Untuk kulit kombinasi atau oily, dikontrol aja jumlahnya pas apply jangan sampai kebanyakan",109,2025-07-02T23:13:18.164775
"Produknya bagus banget sesuai dengan ingredients yang ada didalam yaitu mengandung ceramide yang dapat melembabkan kulit yang kering, serta tidak membuat kulit menjadi oily. Sangat recommended pokoknya",109,2025-07-02T23:13:18.164790
"Udah jar kedua, dan sangatt cocokkk. Bener bener bantu buat skin barrier lebih baik, kalau ada jerawat atau kemerahan pun jadi cepet reda, di combine dengan serum vit.c wah jadi semakin+++. Mungkin lebih bagus kl bisa diadain kemasan pump airless untuk yang ukuran kecill",109,2025-07-02T23:13:18.164805
"Buat kalian yang punya kulit kasar, gampang kering dan gatal, produk yang satu ini bakal jadi favorit kalian. Sesuai namanya, berupa gel berwarna putih susu yang cukup creamy dan watery. Gelnya terasa ringan, tidak memiliki wewangian, dan cukup lembut di kulit.",110,2025-07-02T23:13:21.141660
"Ini mosturizer yg paling pas bgt di muka ku, tekture dari mosturizernya sendiri enakk kaya gak creamy dan gak gel juga pokoknya ku suka perpaduannya. awalnya agak skeptis pas liat tekturenya tapi ternyata pas dan nyaman bgt. bikin kulit aku gak kering atau lengket gitu dan yg ku suka dia cepet banget menyerapnya jadi itu point utamanya juga. bisa makin sat set apply sunscreen setelah mosturizer dan karna ceramidenya extra bgt bikin kulit aku lembab dan glowing â¨ secinta itu sampe beli yg besar",110,2025-07-02T23:13:21.141689
"Nggak ngerti ini kenapa bisa bagus banget. Udah 2 minggu lebih kulit muka tuh kasar dan muncul bruntusan, sampai mikir salah pakai produk apa. Akhirnya googling produk apa yg memperbaikin skinbarrier dan muncul lah produk ini. Ku pake dr tgl 18 dan nggak sampai 1 minggu udah berasa kulit lebih halus. luar biasa sihh",110,2025-07-02T23:13:21.141703
"Untuk para acne fighter, moiz ini cocok bangett. Karna emang melembabkan dan juga ga bikin kulit iritasi. Cocoo banget untuk memperbsiki skin barier, karna udah ada kandungan 5x ceremaid. Fungsi,manfaat dan juga harga sesuai dengan ampuh nya produk",110,2025-07-02T23:13:21.141715
"Dari sekian banyak moisturizer yang pernah aku coba, ini salah satu yang affordable tapi ampuh. Kadang kalo lagi kemerahan dia bisa redain redness nya, trus ngelembapin banget dan bisa jadi base makeup",110,2025-07-02T23:13:21.141726
"ga sesuai ekspektasi. produk ini ga ngaruh apa apa di aku, jerawat ttp muncul kek biasanya, padahal ngeliat review org bagus bagus:(( tapi untuk ngelembapin overall bagus yaa, ga terlalu bikin berminyak. finishnya glowing. sukak banget sama finishnya nyaa sering ditanyain pake apa itu bisa glowing glowing wkwkkw",110,2025-07-02T23:13:21.141737
"bagus, murah, dan ngasih efek moist di muka, tapi mungkin cuman sebatas itu kali yaa, kalau dibandingkan produk lain mungkin banyak yang lebih bagus dari ini, cuman aku saranin untuk pemula cocok bgt pake ini, jadi overall mungkin 8.5/10 untuk pemula",110,2025-07-02T23:13:21.141747
"moisturizer ini wajib kalian coba at least sekali lah seumur hidup wkwkw. ini bener"" ngejaga skin barrier kalian, ga cuma iklan. teksturnya gel ringan, gampang menyerap, ok banget buat dipake bareng exfo/retinol routine kalian. gaada wangi aneh"" juga. feelnya setelah pake moisturizer ini gak berat sama sekali, malah enakk banget.wajah aku pake ini mulus jadinyaa",110,2025-07-02T23:13:21.141758
produk skintific emang bagus ya aku cuma pake paket barrier set tp yg lain gatau deh cocok di aku apalagi kalo lg breakout dia bagus cuma untuk lembapnya kurang dia cepet kering karna mungkin muka aku kering banget . bagus tp harganya lumayan mahal,110,2025-07-02T23:13:21.141768
"Moisturizer kesukaan aku! Repurchase sampe 3-4 beli yg kemasan paling besar. Beli pas lagi viral viralnya, ngelembabin di aku tapi bukan yg bikin dia stay kalau aku lg ga pake apapun ya balik lg kering. Buat kulit normal to oily bakanan cocok sih, terus kandungannya juga gabanyak yg macem macem jadi aman buat dipake daily.",110,2025-07-02T23:13:21.141779
"demii apaaa!! bruntusan aku mulai ilang dongðð. awal pake emang sempet merahÂ² di muka karna muka aku emang sensitif bangtt!! tapi lamaÂ² jdi engga dan ngelembapin. aku pakenya pagi sama malem, cma kalo pagi aku pakenya dikit aja sihh... soalnya kalo banyakÂ² jdi minyakan sama kusam. aku udah 3 kali repurchase yang 6g soalnya yang 30g mahalll bngtt buat aku yang pelajarð­ð­ð­",111,2025-07-02T23:13:24.224648
"Awal coba ngerasa cocok. Tapi setelah diperhatikan, kondisi muka jadi lebih berminyak dan kusam. Memang dia ini mampu memperbaiki skin barrier ku saat rusak dengan tekstur yang ringan dan mudah menyerap aku oke bgtsih, namun untuk pemakaian rutin bisa membuat wajahku seperti raja minyak. Lama kelamaan dibiarin malah jadi beruntusan;(",111,2025-07-02T23:13:24.224674
"Ini moist yang paling cocok di kulitku yang sensitif bangett.. Ngebantu ngeredain kemerahan, melembabkan kulit, dan juga memperkuat skin barrier kulitku. Pokoknya juara bangett deh skintific ini. Bakal repurchase terusssssâ¤",111,2025-07-02T23:13:24.224687
"Dimuka aku cocok bgt, jadi muka aku tu awalnya pake cream dokter terus aku berhenti yang bikin muka aku jadi breakout parah, abis itu aku pake ini bener2 cocok bikin wajah lebih ternutrisi, sehat kembali dan bikin tone muka jadi ke up di aku. Cukup bikin kenyel di muka juga. Cuma mungkin dia baru keliatan bagus di muka aku setelah wadah pertama abis jadi aku repurchase . Overal aku suka bgtt. worth it menurut aku.",111,2025-07-02T23:13:24.224699
"pake ini udah dulu bgt, jujur melembabkan iya, skin barier keliatan sehat tapiiii di kulitku yg oily acne dia bener2 duh ga bgt skip cepet bgt bikin muka berminyak dan bruntusan malah:) jadi aku kasih ke kakaku, beli karna nyoba2 aja sih. Ku kira bakal cocok di aku taunya skip",111,2025-07-02T23:13:24.224709
"kayaknya ini moisturizer sejuta umat gak sih wkkwkw, Teksturnya yang lembut menyerap dengan cepat, menjadikan kulit kenyal dan terhidrasi tanpa terasa berminyak. Sebelum nya selalu beli yang jar gatau udah berapa kali repurchase, sekarang udh ada ygversi jumbonya",111,2025-07-02T23:13:24.224719
"Sebelumnya pake yg truffle biome tp lebih suka yg ini, gak greasy dan cepet nyerap ke kulit, kalo efek mencerahkan sih gaada yaa lebih ke melembapkan walaupun gak yang lembap2 bgt. So far gaada masalah selama pakai ini. Tapi kl buat jd all time moisturizer kayanya gak, masih mau coba yg lain",111,2025-07-02T23:13:24.224729
"Sudah jar kedua aku. Teskturnya ga berat dan cepat menyerap di kulit. Klaim melembabkannya oke, cukup memberi kelembaban di kulit aku yang kering. Harganya oke lah untuk ukuran 30gr. Overall selama pemakaian skintific ini ga ada reaksi aneh2 di muka aku.",111,2025-07-02T23:13:24.224739
"udah habis banyak banget jar, dan selalu repurchase ini, sejauh ini moisturizer teraman dan nyaman tapi menurutku agak kurang melembabkan, selama gak bikin bruntusan/jerawatan aku oke oke aja, teksturnya ringan & cepat meresap, gak bikin minyakan jugaa",111,2025-07-02T23:13:24.224748
"highly recommended! approved by me dan mungkin beberapa beauty blogger juga approve sama moisturizer kecintaan ku ini. satu-satunya yg udah aku repurchase berkali"". bahkan sampai sekarang aku masih pakai moisturizer ini. moisturizer yg bekerja maksimal as a moisturizer. ngelembapin nya dapet, tapi ga bikin muka jadi kilang minyak. fyi mukaku itu sensitif dan oily, tapi produk ini bener"" bagus banget. love it",111,2025-07-02T23:13:24.224758
"moisturizer yang hype dan viral ð review based on pemakaian sampe habis 1 jar, menurutku moisturizer ini biasa aja nothing special so sorry. untuk melembapkan di aku so so aja dan dengan ukuran jar 30ml dan harga segitu agak pricey ya ð tapi kalo kamu cari moisturizer yang ga aneh aneh go for it",112,2025-07-02T23:13:27.071451
Awal bei ini karena kena racun sosial media sih. Banyak yang pada pake terus review dan katanya bagus makanya jadi fomo langsung beli. Ternyata emang oke banget dan wajar sih kalo moisturizer ini viral wkwk. Teksturnya warna krim ga terlalu thick dan sangat nyaman dipake. Bener bener cepet banget meresap ke kulit terus gabikin lengket atau gatal. Kulit aku yang sensitive dan sedikit acne prone di area pipi skrng ini moisturizer Sih bagus yah. Bikin calming muka redain kemerahan terus jerawat cepet kering dan bekasnya jadi ga lebay banget. Wajib cobain sih kalo kamu belom pernah beli.,112,2025-07-02T23:13:27.071478
"Buat kulitku yg normal, ini oke. Melembabkan tp ngk bikin muka jadi ngreasy. Ini jg enak buat skin prep sebelum make up. Packaging lumayan si karna dapat spatula jadi bisa lebh aman. Kalau ngasi efek yg lain di kulit selain melembabkan aku ngak tau si, soalnya aku jg tipe kulit badak ð¥².",112,2025-07-02T23:13:27.071491
"this moisturizer really live up the hype! selalu jadi top of mind basic moist karena kandungannya ga neko neko. teksturnya light gel yg kalo ketemu kulit & jerawat, dia lgsg melting kayak ânyesssâ adeeeem gitu, lho ðð» feelsnya ringan tapi tetep kasih hidrasi yg cukup dg finish yg agak âbecekâ. ada efek calmingnya gituu di aku, mungkin karena ada centella & marine collagen itu ya ð©µ",112,2025-07-02T23:13:27.071503
"texture nya gel creamy, bikin kulit lembab banget banget bangett! aku nunggu sampe menyerap ke kulit sekitar 2-3 menit an. worth to try untuk kulit yang beneran bermasalah seperti iritasi. kebetulan kulit aku iritasi (bruntusan merah dan gatal), dipakein ini super lembab dan kulit ku semakin membaik & sehat",112,2025-07-02T23:13:27.071514
"THIS WAS BECOMING MY VOILA HOLY GRAIL WHEN THE FIRST TIME IâVE TRIED!!! MY FAV PRODUCT SINCE THENððð. gada lagi kalimat yang menggambarkan how much i love this moisturizer bener-bener ngelock kelembapan mukaku tp ngga produce over oil jd skinbarrierku yg dulu udah rusak banget bener-bener ketolong sm moisturizer ini, plis aku cinta banget sm skintific ini, and honestly aku udah gatau ini aku beli udah jar yang ke berapa karena gapernah ganti moisturizer semenjak nyoba ini. you must try sekali seumur hidup deh minimal untuk ngebuktiin review aku, aku sm sekali ga di endorse but i hope so HEHHEHEHEHEð¥°ðð¤ð¤²ð»",112,2025-07-02T23:13:27.071524
"Moisturizer ini cocok untuk jenis kulit kombinasi, concern untuk kulit sensitive dan mudah kemerahan. Teksturnya gel-cream, ringan dan soothing. Setiap pakai moisturizer ini kulit langsung  lembab, glowing, kinclongð¤©ð¥° dan moisturizer ini juga bisa digunakan untuk bumil dan busui.",112,2025-07-02T23:13:27.071534
"sangat melembabkan jadi kalau pakai jangan banyakÂ², cocok buat kulit kering, untuk mencerahkan mending pakai yang satunya karna menurutku ini cukup buat melembabkan dan memperbaiki skin barrier wajah,,mudah di aplikasi teksturnya kayak gel",112,2025-07-02T23:13:27.071544
"Pake ini udah 3 bulanan lebih kayaknya, di aku aman aman aja cocok buat yg pengen halusin kulit bikin gal gradakan.. tapi utk mencerahkan engga yaa dia juga gak meng klaim utk mencerahkan tapi bikin kulit jadi adem selama pemakaian ini . Rekomended",112,2025-07-02T23:13:27.071554
"PENYEMBUH BREAKOUT KUUUU, pokoknya terimakasih banget sama moisturizer ini bikin jerawat di mukaku yang udah bertahun tahun gak ilang ilang itu jadi super duper berkurang pokoknya cinta banget sama skintific walaupun agak mahal dan isinya dikit",112,2025-07-02T23:13:27.071564
"pake moist ini pas lg breakout after lepas krim dokter, enak di pakenya bantu ngelembapin wajah",113,2025-07-02T23:13:30.253094
walau ada jerawat dia ga bikin nambah breakout di muka ku,113,2025-07-02T23:13:30.253109
"udah abis 3 jar, tapi aku penasaran sm si pathenol jd mau cobain yg pathenol dulu",113,2025-07-02T23:13:30.253113
"Moisturizer yang udah aku repurchase beberapa kali, selain karena affordable, moisturizer ini bisa ngasih beberapa manfaat untuk kulit aku. Teksturnya ngga terlalu thick, tp udah bisa ngasih kelembapan yang cukup. Manfaat lain dari moisturizer ini juga bikin kulit wajah jadi lebih cerah ð«¶ð».",113,2025-07-02T23:13:30.253128
"zuzurrr bgtt diaku ga cocok, dikala org org pd cinta sm moist di aku malah big no, setelah pake 1 jar besarnya, jd muncul komedo yang mendem di dagu, berakhir aku jd jerawatan di dagu, pdhl sebelumnya gapernah, trs muka aku bnr bnr hd kusaaamm bgt plus breakout pake ini muncul jerawat kecil kecil huft, trs ini isinya dikit sih, mending meli skincare koreaa yang ga neko nekoð",113,2025-07-02T23:13:30.253139
"JAGOAN AKUUU! guys kalo ada yang tanya keberuntungan apa yg aku dapet di dunia ini, aku bakal jawab ini keberuntungan aku. ketemu sama produk nampol yang bnr bnr jadi jagoan muka aku bgt. gaperlu lagi lah ya aku ngejelasin sebagus apa product ini, kalian liat aja perubahan muka aku. meskipun ga instan bisa dibilang 2 tahun aku terapin basic skincare pake moiz ini tp aku bnrbnr puassssss pol cinta matiâ¤ï¸âð¥â¤ï¸âð¥â¤ï¸âð¥",113,2025-07-02T23:13:30.253150
"INI SI LOVE BANGET YA! definisi fixing my skin barrier!! pake ini bruntusan langsung mengurangg, tapi minus nya bikin kulit aku makin oily huhuu apalagi kalo malem dipake nah pas pagi bangun tidur tuh bener2 oily bgtt dan isinya terlalu sedikitt but its okay",113,2025-07-02T23:13:30.253161
"overalllllll ini lumayan bagusss sihhh tapi di awal awal pemakaian ajaa heheheheh kesananya kek b ajaa malah jadi kurang lembab gituuuu ga ngaruh apa apaa jugaaa, cuman ya masih okeee lah dan bagussss untuk dibeliiiiiiiii hehehehehhshehehehe",113,2025-07-02T23:13:30.253172
"Salah satu moisturizer yang bisa nenangin skin barier yang lagi ngamuk. I love the texture, gel thick, super smooth and not heavy at all, not sticky and make your skin glowing and feel healty, super moisturized your skin!!! ada wanginya sedikit, dewy finish, lembab nya poll tp ga bikin gerah. Bagus bgt buat jd primer sblm makeup-an. Bantu redain redness juga.",113,2025-07-02T23:13:30.253182
"my go-to moisturizer kalo muka lagi iritasi/kering. buat daily juga sebenernya oke tapi karena menurutku harganya lumayan mahal, aku cuma pake kalo perlu aja. teksturnya gel tapi efek melembapkannya kayak cream. karena mukaku oily jadi lebih cocok pake gel, kalo pake cream jadi greasy. superr lembut, hasilnya juga kerasa sampe besok paginya. minusnya cuma di harga hehe",113,2025-07-02T23:13:30.253191
"ini moisturizer yang paling ngaruh banget ke aku waktu muka aku breakout banyak bruntusan dan juga jerawat, baguss banget buat skin barrier, bruntusan aku di dahi juga semakin berkurang. tekstur nya juga enakeunn banget pas di pakai ke wajah, kalau untuk skin barrier aku rekomen banget produk iniðð»",113,2025-07-02T23:13:30.253201
"awalnya ragu nyobain ini, tapi banyak yg bilang kalo ini bagus. bahkan temenku ngerekomendasiin jugaa pake produk inii. trs pas aku pake dan selang bbrp hari, ternyataa emg bagus banget! bruntusan di muka ku jd berkurangg. untuk hidrasi mungkin agak kurang di kulitku yg normal to dry skin. tapi diaa ckup bikin tenang ++ ga lengket dan cepet menyerapnyaa. minusnyaa si isinyaa dikitt jd agak iritâ juga makenyaa ð­ð­",113,2025-07-02T23:13:30.253211
"A BIG NO FOR MEE ð¥¹ awalnya beli gara2 sempet viral, alias kebawa fomo doang.. waktu itu aku lagi bruntusan parah juga ya kan, jerawat dimana-mana. banyak bgt review yg bilang dia bagus buat kulit berjerawat, kemerahan, dll. aku beli lah, aku jabanin dgn harganya yg lumayan mahal menurutku.. TERNYATA GA COCOKK, bikin kulit makin berminyak, banjir banget, becek.. bruntusan di dahi makin parah, jerawat di dagu juga makin banyak, mendem dan sakit bgt.. dari produk ini sih aku sadar, ternyata aku ga cocok sama kandungan ceramide yang terlalu tinggi.. sempet heran ni aku salah pakai atau gimana? soalnya aku liat org2 pada cocok aja.. dan pada bilang bagus, sampe overhype.. emang sihh dari segi tekstur dia enak bgt, cepet ngeresap ke kulit. tp yah, this one, not for me.",114,2025-07-02T23:13:33.230625
"Moisturizer yg bikin kulit jadi adem. Buat yang dry skin mungkin ga senampol itu, tp lumayan sih bikin kulit jadi agak tenang dan ga rewel. Minusnya emang kalo di jar tuh agak kurang higienis, makanya sampe rela beli versi tube. Ga lengket & cepat menyerap. Sayang isinya berasa dikit bgt kalo dipake, cepet bet abisnyað",114,2025-07-02T23:13:33.230655
"Moist kecintaan ku, aku cocok banget pake moist ini pas di apply di wajah bener bener nge set nyerep cepet dan after nya ga bikin muka minyakan jadi aman banget dipake night dan day. Wajahku sempet kemerahan dan jerawat rutin pake skintific jadi bener2 sembuh walaupun untuk bekas nya gabisa hilang cepet ya.",114,2025-07-02T23:13:33.230670
"Jujur aku udah coba semua varian skintific sesuai kondisi kulit aku, tapi kalo udah bersangkutan ke moisturizer, cuma yang biru ini yg cocok which is the skin barrier moist one! ngelembapin banget, cocok buat kulit sensitif, wajib nyetok yang big tube nya!",114,2025-07-02T23:13:33.230683
"skintific 5x ceramide ini moisturize yang bagus banget buat ngelembabin kulit,,, cepat meresap juga di kulit wajah ,, bagus untuk memperkuat skin barrier dan memperbaiki skin barrer,,, semua jenis kulit bagus pake ini termasuk oily skin kaya aku",114,2025-07-02T23:13:33.230695
"Kecintaan bgt sama satu ini, calming semua jenis jerawat aku , calming redness , beruntusan top top top ga ada duanya. Tekstur: watery bukan lotion , jadi cepat menyerap ke kulit , udah pasti jdi holygrail kalo muka gradakan. The point is untuk skinbarier aja ga yang macem2 but i like it!â¹â¡",114,2025-07-02T23:13:33.230707
"udah lama bgt pake skintific moist yg inii udah ada 4 tube yg kecil dan 3 tube yg besar. dari sekian moist yg pernah aku coba ternyata aku cocok banget sama yang satu inii daripada pakai produk yg lain, karena ga terlalu berat dan ga bikin kulitku terlalu oily",114,2025-07-02T23:13:33.230718
"awalnya aku underestimate produk ini karena dikit isinya, palingan juga biasa aja efeknya. waktu aku breakout pipi kiri kanan dan semua sekincare khusus breakout aku abis, ada moist ini di meja mamaku dan aku pake aja ini selama breakout. dan GILAAAAAA BAGUS BGTTTTTTTT, beneran dalam 4 hari breakout aku MUCH BETTER. beneran 4 hari doang dan ini pure make moist ini aja. aku ngerti sih knp dia bisa viral skrg ð¥² karena emg sebagus itu cuma minusnya ya dia mahal dan dikit isinya",114,2025-07-02T23:13:33.230729
hmm ini moisturizer bikin lembab aja sih nyerap nya juga agak lama di kulit aku. tapi aku gak ngerasain efek apa apa yang signifikan. harganya lumayan mahal tapi isi nya gampang menguap (gak tau kenapa),114,2025-07-02T23:13:33.230740
"Beneran deh ini salah satu moisturizer yang bikin kulit aku lembab tapi gak bikin berminyak. Sempet pake 4 jar dan cocok sekali dikulitku ini, untuk ukuran 1 jar isinya lumayan, beli nya pas lagi diskon jadi gak kerasa mahal dibanding manfaatnya yg super dikulit ku. Alasan ganti moisturizer karena aku selalu ingin mencoba yang lain, tapi tetep suka balik lagi sama skintific ini",114,2025-07-02T23:13:33.230751
"kagettt ternyata aku cocok pake produk ini. beneran sih perbaikin skin barrier, nenangin kulitku kalo lagi breakout. kemerahan berkurang. cuma packagingnya gede bgt yak wkwkkw, isinya yaudah hahahahha. oke sih bakalan repurchase ð¤ð¤ð¤",115,2025-07-02T23:13:35.986710
"Sadly, produk yang super hype ini ga cocok di aku. Meskipun dia teksturnya gel yang ringan, cepat meresap, no fragrance, tapi sayangnya dia bikin kulitku merah-merah, gatal, dan timbul beruntusan. Udah sempet stop pemakaian bbrp kali terus coba pakai lagi dengan harapan akan membaik hasilnya tapi sama aja ujungnya tetep beruntusan.",115,2025-07-02T23:13:35.986741
"Di kulitku gak begitu cocok, bikin kulit semakin oily, dan repair barier yang rusak juga gak secepat itu, dulu pas wajahku senstif aku beli ini tapi udah hampir habis 1 jar masih belum ada perubahan. Di aku kurang cocok. Dan aku gak pernah beli lagi",115,2025-07-02T23:13:35.986756
"Moisturizer yang bs dipake pas malem atau pun pagi hari sebelum makeup. Hydrationnya bagus dan dulu reasons why pake ini karena claimnya bs repair skin barrier dan ternyata bener, abis 3-4 minggu pemakaian setiap hari langsung jadi keliatan sehat banget kulit. Suka banget sm texturenya gak lengket dan cepet nyerep, walau harganya agak mahal tapi bague puoll dikulit gue. Gak ada bau spesifik atau yang strong.",115,2025-07-02T23:13:35.986768
"banyak banget yg nyaranin moisturizer ini, dan sempet hype juga. plusnya aku suka banget sama teksturnya. sadly kurang nampol di kulitku, tapi ga nimbulin efek negatif juga sih. kalau untuk repurchase kayanya ga dulu soalnya ada yang lebih nampol di aku.",115,2025-07-02T23:13:35.986780
"moisturizer penolong kalo kulit lagi bermasalah. jerawat meradang, beruntusan cepet sembuhð¥°ð¥°. bener bener buat nenangin skin barier yang lagi ngamuk ini sih solusi yang paling pas. pertama liat produknya kaya takut coba soalnya kulitku ngga gampang cocokan sama produk. tapi setelah coba emang sesuka ituu",115,2025-07-02T23:13:35.986793
